가,2423,3583,7956,XR,*,F,가,*,*,*,*
가강,2423,3584,5062,XR,*,T,가강,*,*,*,*
가공,2423,3584,3917,XR,*,T,가공,*,*,*,*
가급,2423,3584,5191,XR,*,T,가급,*,*,*,*
가긍,2423,3584,4982,XR,*,T,가긍,*,*,*,*
가년,2423,3584,4982,XR,*,T,가년,*,*,*,*
가느스름,2423,3584,4982,XR,*,T,가느스름,*,*,*,*
가능,2423,3584,3482,XR,*,T,가능,*,*,*,*
가닐,2423,3584,4982,XR,*,T,가닐,*,*,*,*
가당,2423,3584,3210,XR,*,T,가당,*,*,*,*
가독,2423,3584,5382,XR,*,T,가독,*,*,*,*
가동,2423,3584,4920,XR,*,T,가동,*,*,*,*
가둥,2423,3584,4982,XR,*,T,가둥,*,*,*,*
가드락,2423,3584,4982,XR,*,T,가드락,*,*,*,*
가들,2423,3584,5034,XR,*,T,가들,*,*,*,*
가들막,2423,3584,4982,XR,*,T,가들막,*,*,*,*
가뜬,2423,3584,4982,XR,*,T,가뜬,*,*,*,*
가련,2423,3584,4678,XR,*,T,가련,*,*,*,*
가마득,2423,3584,4982,XR,*,T,가마득,*,*,*,*
가무스름,2423,3584,4981,XR,*,T,가무스름,*,*,*,*
가무잡잡,2423,3584,4962,XR,*,T,가무잡잡,*,*,*,*
가물,2423,3584,5956,XR,*,T,가물,*,*,*,*
가뭇,2423,3584,4982,XR,*,T,가뭇,*,*,*,*
가분,2423,3584,4977,XR,*,T,가분,*,*,*,*
가불,2423,3584,5549,XR,*,T,가불,*,*,*,*
가뿐,2423,3584,4888,XR,*,T,가뿐,*,*,*,*
가쁜,2423,3584,4984,XR,*,T,가쁜,*,*,*,*
가상,2423,3584,5289,XR,*,T,가상,*,*,*,*
가소,2423,3583,5279,XR,*,F,가소,*,*,*,*
가스랑,2423,3584,4982,XR,*,T,가스랑,*,*,*,*
가역,2423,3584,5142,XR,*,T,가역,*,*,*,*
가연,2423,3584,5406,XR,*,T,가연,*,*,*,*
가열,2423,3584,5321,XR,*,T,가열,*,*,*,*
가전,2423,3584,5056,XR,*,T,가전,*,*,*,*
가증,2423,3584,4974,XR,*,T,가증,*,*,*,*
가지런,2423,3584,4982,XR,*,T,가지런,*,*,*,*
가직,2423,3584,4990,XR,*,T,가직,*,*,*,*
가치작,2423,3584,4982,XR,*,T,가치작,*,*,*,*
가칫,2423,3584,4982,XR,*,T,가칫,*,*,*,*
가탄,2423,3584,5073,XR,*,T,가탄,*,*,*,*
가탈,2423,3584,4977,XR,*,T,가탈,*,*,*,*
가혹,2423,3584,5526,XR,*,T,가혹,*,*,*,*
각,2423,3584,6605,XR,*,T,각,*,*,*,*
각다분,2423,3584,4982,XR,*,T,각다분,*,*,*,*
각박,2423,3584,4982,XR,*,T,각박,*,*,*,*
각별,2423,3584,5223,XR,*,T,각별,*,*,*,*
각삭,2423,3584,4982,XR,*,T,각삭,*,*,*,*
간,2423,3584,7116,XR,*,T,간,*,*,*,*
간간,2423,3584,5357,XR,*,T,간간,*,*,*,*
간결,2423,3584,4679,XR,*,T,간결,*,*,*,*
간곡,2423,3584,4414,XR,*,T,간곡,*,*,*,*
간구,2423,3583,5163,XR,*,F,간구,*,*,*,*
간닥,2423,3584,4982,XR,*,T,간닥,*,*,*,*
간단,2423,3584,2635,XR,*,T,간단,*,*,*,*
간단간단,2423,3584,4982,XR,*,T,간단간단,*,*,*,*
간단명료,2423,3583,4982,XR,*,F,간단명료,*,*,*,*
간당,2423,3584,5010,XR,*,T,간당,*,*,*,*
간댕,2423,3584,4982,XR,*,T,간댕,*,*,*,*
간드랑,2423,3584,4982,XR,*,T,간드랑,*,*,*,*
간드작,2423,3584,4982,XR,*,T,간드작,*,*,*,*
간들,2423,3584,5024,XR,*,T,간들,*,*,*,*
간략,2423,3584,4172,XR,*,T,간략,*,*,*,*
간명,2423,3584,4402,XR,*,T,간명,*,*,*,*
간사,2423,3583,5161,XR,*,F,간사,*,*,*,*
간소,2423,3583,2875,XR,*,F,간소,*,*,*,*
간악,2423,3584,4951,XR,*,T,간악,*,*,*,*
간요,2423,3583,4982,XR,*,F,간요,*,*,*,*
간이,2423,3583,5597,XR,*,F,간이,*,*,*,*
간절,2423,3584,4509,XR,*,T,간절,*,*,*,*
간질,2423,3584,4522,XR,*,T,간질,*,*,*,*
간특,2423,3584,4982,XR,*,T,간특,*,*,*,*
간편,2423,3584,4527,XR,*,T,간편,*,*,*,*
간헐,2423,3584,4978,XR,*,T,간헐,*,*,*,*
간활,2423,3584,4982,XR,*,T,간활,*,*,*,*
갈,2423,3584,6823,XR,*,T,갈,*,*,*,*
갈강,2423,3584,4982,XR,*,T,갈강,*,*,*,*
갈그랑,2423,3584,4982,XR,*,T,갈그랑,*,*,*,*
갈신,2423,3584,4982,XR,*,T,갈신,*,*,*,*
갈씬,2423,3584,4982,XR,*,T,갈씬,*,*,*,*
갈팡,2423,3584,4982,XR,*,T,갈팡,*,*,*,*
갉작,2423,3584,4982,XR,*,T,갉작,*,*,*,*
갉죽,2423,3584,4982,XR,*,T,갉죽,*,*,*,*
감,2423,3584,7527,XR,*,T,감,*,*,*,*
감미,2423,3583,5053,XR,*,F,감미,*,*,*,*
감숭,2423,3584,4982,XR,*,T,감숭,*,*,*,*
감실,2423,3584,4982,XR,*,T,감실,*,*,*,*
갑갑,2423,3584,4965,XR,*,T,갑갑,*,*,*,*
갑작,2423,3584,6109,XR,*,T,갑작,*,*,*,*
강,2423,3584,5386,XR,*,T,강,*,*,*,*
강건,2423,3584,4986,XR,*,T,강건,*,*,*,*
강격,2423,3584,4982,XR,*,T,강격,*,*,*,*
강경,2423,3584,5016,XR,*,T,강경,*,*,*,*
강고,2423,3583,4982,XR,*,F,강고,*,*,*,*
강대,2423,3583,4779,XR,*,F,강대,*,*,*,*
강력,2423,3584,3678,XR,*,T,강력,*,*,*,*
강렬,2423,3584,4970,XR,*,T,강렬,*,*,*,*
강박,2423,3584,4544,XR,*,T,강박,*,*,*,*
강성,2423,3584,5106,XR,*,T,강성,*,*,*,*
강열,2423,3584,5196,XR,*,T,강열,*,*,*,*
강인,2423,3584,4982,XR,*,T,강인,*,*,*,*
강직,2423,3584,4982,XR,*,T,강직,*,*,*,*
강퍅,2423,3584,4982,XR,*,T,강퍅,*,*,*,*
강포,2423,3583,5033,XR,*,F,강포,*,*,*,*
개감,2423,3584,4982,XR,*,T,개감,*,*,*,*
개결,2423,3584,4982,XR,*,T,개결,*,*,*,*
개별,2423,3584,5007,XR,*,T,개별,*,*,*,*
개신,2423,3584,4983,XR,*,T,개신,*,*,*,*
개연,2423,3584,5072,XR,*,T,개연,*,*,*,*
개운,2423,3584,4635,XR,*,T,개운,*,*,*,*
개활,2423,3584,4982,XR,*,T,개활,*,*,*,*
객관,2423,3584,5133,XR,*,T,객관,*,*,*,*
갸륵,2423,3584,4982,XR,*,T,갸륵,*,*,*,*
갸름,2423,3584,4978,XR,*,T,갸름,*,*,*,*
거,2423,3583,7199,XR,*,F,거,*,*,*,*
거국,2423,3584,4982,XR,*,T,거국,*,*,*,*
거나,2423,3583,4301,XR,*,F,거나,*,*,*,*
거대,2423,3583,3262,XR,*,F,거대,*,*,*,*
거드럭,2423,3584,4982,XR,*,T,거드럭,*,*,*,*
거들,2423,3584,4737,XR,*,T,거들,*,*,*,*
거들먹,2423,3584,4982,XR,*,T,거들먹,*,*,*,*
거듬,2423,3584,4982,XR,*,T,거듬,*,*,*,*
거뜬,2423,3584,4982,XR,*,T,거뜬,*,*,*,*
거룩,2423,3584,4707,XR,*,T,거룩,*,*,*,*
거만,2423,3584,3896,XR,*,T,거만,*,*,*,*
거무레,2423,3583,4982,XR,*,F,거무레,*,*,*,*
거무스레,2423,3583,4761,XR,*,F,거무스레,*,*,*,*
거무스름,2423,3584,4981,XR,*,T,거무스름,*,*,*,*
