가나안,1780,3534,2312,NNG,*,T,가나안,*,*,*,*
가나이트,1780,3533,2639,NNG,*,F,가나이트,*,*,*,*
가네샤,1780,3533,2639,NNG,*,F,가네샤,*,*,*,*
가네시히말,1780,3534,2639,NNG,*,T,가네시히말,*,*,*,*
가네팅,1780,3534,2639,NNG,*,T,가네팅,*,*,*,*
가네포,1780,3533,2639,NNG,*,F,가네포,*,*,*,*
가니메데,1780,3533,2639,NNG,*,F,가니메데,*,*,*,*
가니어라이트,1780,3533,2639,NNG,*,F,가니어라이트,*,*,*,*
가닛,1780,3534,2639,NNG,*,T,가닛,*,*,*,*
가돌레,1780,3533,2639,NNG,*,F,가돌레,*,*,*,*
가돌리나이트,1780,3533,2639,NNG,*,F,가돌리나이트,*,*,*,*
가돌리늄,1780,3534,2639,NNG,*,T,가돌리늄,*,*,*,*
가돌린,1780,3534,2639,NNG,*,T,가돌린,*,*,*,*
가드,1780,3533,3036,NNG,*,F,가드,*,*,*,*
가드,1785,3543,5248,NNG,행위,F,가드,*,*,*,*
가든,1780,3534,2249,NNG,*,T,가든,*,*,*,*
가딩,1780,3534,2639,NNG,*,T,가딩,*,*,*,*
가라테,1780,3533,2639,NNG,*,F,가라테,*,*,*,*
가레트,1780,3533,2639,NNG,*,F,가레트,*,*,*,*
가론,1780,3534,2661,NNG,*,T,가론,*,*,*,*
가르강튀아,1780,3533,2639,NNG,*,F,가르강튀아,*,*,*,*
가르시아,1780,3533,2964,NNG,*,F,가르시아,*,*,*,*
가리알,1780,3534,2639,NNG,*,T,가리알,*,*,*,*
가말리엘,1780,3534,2639,NNG,*,T,가말리엘,*,*,*,*
가믈란,1780,3534,2639,NNG,*,T,가믈란,*,*,*,*
가밀,1780,3534,2873,NNG,*,T,가밀,*,*,*,*
가버나움,1780,3534,2639,NNG,*,T,가버나움,*,*,*,*
가보트,1780,3533,2639,NNG,*,F,가보트,*,*,*,*
가볼러지,1780,3533,2639,NNG,*,F,가볼러지,*,*,*,*
가부키,1780,3533,2639,NNG,*,F,가부키,*,*,*,*
가부토초,1780,3533,2639,NNG,*,F,가부토초,*,*,*,*
가블러,1780,3533,2639,NNG,*,F,가블러,*,*,*,*
가비알,1780,3534,2639,NNG,*,T,가비알,*,*,*,*
가비지,1780,3533,2644,NNG,*,F,가비지,*,*,*,*
가소겐,1780,3534,2639,NNG,*,T,가소겐,*,*,*,*
가소올,1780,3534,2639,NNG,*,T,가소올,*,*,*,*
가솔린,1780,3534,2639,NNG,*,T,가솔린,*,*,*,*
가스,1780,3533,1670,NNG,*,F,가스,*,*,*,*
가스라이트,1780,3533,2639,NNG,*,F,가스라이트,*,*,*,*
가스테리아,1780,3533,2639,NNG,*,F,가스테리아,*,*,*,*
가스트리노마,1780,3533,2639,NNG,*,F,가스트리노마,*,*,*,*
가스트린,1780,3534,2639,NNG,*,T,가스트린,*,*,*,*
가스파초,1780,3533,2639,NNG,*,F,가스파초,*,*,*,*
가스펠,1780,3534,1929,NNG,*,T,가스펠,*,*,*,*
가십,1780,3534,2642,NNG,*,T,가십,*,*,*,*
가쓰라,1780,3533,2639,NNG,*,F,가쓰라,*,*,*,*
가야르드,1780,3533,2639,NNG,*,F,가야르드,*,*,*,*
가얄,1780,3534,2639,NNG,*,T,가얄,*,*,*,*
가오루,1780,3533,2639,NNG,*,F,가오루,*,*,*,*
가와무라,1780,3533,2639,NNG,*,F,가와무라,*,*,*,*
가와바타,1780,3533,2639,NNG,*,F,가와바타,*,*,*,*
가와사키,1780,3533,2874,NNG,*,F,가와사키,*,*,*,*
가우가멜라,1780,3533,2639,NNG,*,F,가우가멜라,*,*,*,*
가우르,1780,3533,2640,NNG,*,F,가우르,*,*,*,*
가우리상카르,1780,3533,2639,NNG,*,F,가우리상카르,*,*,*,*
가이데릭,1780,3534,2639,NNG,*,T,가이데릭,*,*,*,*
가이드,1780,3533,1573,NNG,*,F,가이드,*,*,*,*
가이드,1785,3543,4026,NNG,행위,F,가이드,*,*,*,*
가이아,1780,3533,3270,NNG,*,F,가이아,*,*,*,*
가자니아,1780,3533,2639,NNG,*,F,가자니아,*,*,*,*
가잔,1780,3534,2889,NNG,*,T,가잔,*,*,*,*
가제트,1780,3533,2639,NNG,*,F,가제트,*,*,*,*
가젤,1780,3534,2752,NNG,*,T,가젤,*,*,*,*
가즈시게,1780,3533,2639,NNG,*,F,가즈시게,*,*,*,*
가쿠고로,1780,3533,2639,NNG,*,F,가쿠고로,*,*,*,*
가쿠에이,1780,3533,2639,NNG,*,F,가쿠에이,*,*,*,*
가터,1780,3533,2730,NNG,*,F,가터,*,*,*,*
가톨릭,1780,3534,2618,NNG,*,T,가톨릭,*,*,*,*
가트,1780,3533,2639,NNG,*,F,가트,*,*,*,*
가프,1780,3533,2639,NNG,*,F,가프,*,*,*,*
가피시,1780,3533,2639,NNG,*,F,가피시,*,*,*,*
간드레,1780,3533,2639,NNG,*,F,간드레,*,*,*,*
간디즘,1780,3534,2639,NNG,*,T,간디즘,*,*,*,*
갈라고,1780,3533,2692,NNG,*,F,갈라고,*,*,*,*
갈라디아,1780,3533,2639,NNG,*,F,갈라디아,*,*,*,*
갈라세토페논,1780,3534,2639,NNG,*,T,갈라세토페논,*,*,*,*
갈라테이아,1780,3533,2639,NNG,*,F,갈라테이아,*,*,*,*
갈라티아,1780,3533,2639,NNG,*,F,갈라티아,*,*,*,*
갈락탄,1780,3534,2639,NNG,*,T,갈락탄,*,*,*,*
갈락토겐,1780,3534,2639,NNG,*,T,갈락토겐,*,*,*,*
갈락토사민,1780,3534,2639,NNG,*,T,갈락토사민,*,*,*,*
갈락토시다아제,1780,3533,2639,NNG,*,F,갈락토시다아제,*,*,*,*
갈락토시드,1780,3533,2639,NNG,*,F,갈락토시드,*,*,*,*
갈락토오스,1780,3533,2639,NNG,*,F,갈락토오스,*,*,*,*
갈락톤,1780,3534,2639,NNG,*,T,갈락톤,*,*,*,*
갈란타민,1780,3534,2639,NNG,*,T,갈란타민,*,*,*,*
갈란테,1780,3533,2639,NNG,*,F,갈란테,*,*,*,*
갈란투스,1780,3533,2639,NNG,*,F,갈란투스,*,*,*,*
갈륨,1780,3534,2639,NNG,*,T,갈륨,*,*,*,*
갈리아,1780,3533,2638,NNG,*,F,갈리아,*,*,*,*
갈리카니슴,1780,3534,2639,NNG,*,T,갈리카니슴,*,*,*,*
갈릭,1780,3534,2639,NNG,*,T,갈릭,*,*,*,*
갈릴리,1780,3533,2639,NNG,*,F,갈릴리,*,*,*,*
갈바노미터,1780,3533,2639,NNG,*,F,갈바노미터,*,*,*,*
갈토니아,1780,3533,2639,NNG,*,F,갈토니아,*,*,*,*
갈회피겐,1780,3534,2639,NNG,*,T,갈회피겐,*,*,*,*
감마존데,1780,3533,2639,NNG,*,F,감마존데,*,*,*,*
감바,1780,3533,2639,NNG,*,F,감바,*,*,*,*
강글리오시드,1780,3533,2639,NNG,*,F,강글리오시드,*,*,*,*
개그,1785,3543,4831,NNG,행위,F,개그,*,*,*,*
개노필라이트,1780,3533,2639,NNG,*,F,개노필라이트,*,*,*,*
개더,1780,3533,2786,NNG,*,F,개더,*,*,*,*
개러지,1780,3533,2639,NNG,*,F,개러지,*,*,*,*
개런티,1780,3533,2639,NNG,*,F,개런티,*,*,*,*
개리지,1780,3533,2639,NNG,*,F,개리지,*,*,*,*
개버딘,1780,3534,2639,NNG,*,T,개버딘,*,*,*,*
개스킷,1780,3534,2639,NNG,*,T,개스킷,*,*,*,*
갠트리,1780,3533,2639,NNG,*,F,갠트리,*,*,*,*
갤러리,1780,3533,3071,NNG,*,F,갤러리,*,*,*,*
갤러리,1782,3537,5540,NNG,장소,F,갤러리,*,*,*,*
갤러핑,1780,3534,2639,NNG,*,T,갤러핑,*,*,*,*
갤런,1780,3534,2639,NNG,*,T,갤런,*,*,*,*
갤런틴,1780,3534,2639,NNG,*,T,갤런틴,*,*,*,*
갤리어드,1780,3533,2639,NNG,*,F,갤리어드,*,*,*,*
갤리언,1780,3534,2639,NNG,*,T,갤리언,*,*,*,*
갭,1783,3540,4684,NNG,정적사태,T,갭,*,*,*,*
거더,1780,3533,2639,NNG,*,F,거더,*,*,*,*
거루마니,1780,3533,2639,NNG,*,F,거루마니,*,*,*,*
거버너,1780,3533,2639,NNG,*,F,거버너,*,*,*,*
거베라,1780,3533,2639,NNG,*,F,거베라,*,*,*,*
거즈,1780,3533,2639,NNG,*,F,거즈,*,*,*,*
거크,1780,3533,2639,NNG,*,F,거크,*,*,*,*
거터,1780,3533,2660,NNG,*,F,거터,*,*,*,*
거트,1780,3533,2639,NNG,*,F,거트,*,*,*,*
걸리버,1780,3533,2639,NNG,*,F,걸리버,*,*,*,*
게네랄파우제,1780,3533,2639,NNG,*,F,게네랄파우제,*,*,*,*
게네랄프로베,1780,3533,2639,NNG,*,F,게네랄프로베,*,*,*,*
게노센샤프트,1780,3533,2639,NNG,*,F,게노센샤프트,*,*,*,*
게노스,1780,3533,2639,NNG,*,F,게노스,*,*,*,*
게놈,1780,3534,1982,NNG,*,T,게놈,*,*,*,*
게라니올,1780,3534,2639,NNG,*,T,게라니올,*,*,*,*
게레눅,1780,3534,2639,NNG,*,T,게레눅,*,*,*,*
게르마늄,1780,3534,2639,NNG,*,T,게르마늄,*,*,*,*
게르마니스트,1780,3533,2639,NNG,*,F,게르마니스트,*,*,*,*
게르마니쿠스,1780,3533,2639,NNG,*,F,게르마니쿠스,*,*,*,*
게르버,1780,3533,2639,NNG,*,F,게르버,*,*,*,*
게를라호프키,1780,3533,2639,NNG,*,F,게를라호프키,*,*,*,*
게리맨더링,1780,3534,2639,NNG,*,T,게리맨더링,*,*,*,*
게릴라,1780,3533,2622,NNG,*,F,게릴라,*,*,*,*
게마인샤프트,1780,3533,2639,NNG,*,F,게마인샤프트,*,*,*,*
게슈타포,1780,3533,2639,NNG,*,F,게슈타포,*,*,*,*
게슈탈트,1780,3533,2639,NNG,*,F,게슈탈트,*,*,*,*
게스트,1780,3533,2510,NNG,*,F,게스트,*,*,*,*
게오르크,1780,3533,2639,NNG,*,F,게오르크,*,*,*,*
게이샤,1780,3533,2639,NNG,*,F,게이샤,*,*,*,*
게이스케,1780,3533,2639,NNG,*,F,게이스케,*,*,*,*
게이지,1780,3533,2643,NNG,*,F,게이지,*,*,*,*
게이징,1780,3534,2639,NNG,*,T,게이징,*,*,*,*
게이트,1780,3533,2615,NNG,*,F,게이트,*,*,*,*
게인,1780,3534,2632,NNG,*,T,게인,*,*,*,*
게임,1785,3544,1445,NNG,행위,T,게임,*,*,*,*
게임스,1780,3533,2639,NNG,*,F,게임스,*,*,*,*
게젤샤프트,1780,3533,2639,NNG,*,F,게젤샤프트,*,*,*,*
게즈,1780,3533,2639,NNG,*,F,게즈,*,*,*,*
게카베,1780,3533,2639,NNG,*,F,게카베,*,*,*,*
게터,1780,3533,2602,NNG,*,F,게터,*,*,*,*
게토,1780,3533,2857,NNG,*,F,게토,*,*,*,*
게페우,1780,3533,2639,NNG,*,F,게페우,*,*,*,*
겐타마이신,1780,3534,2639,NNG,*,T,겐타마이신,*,*,*,*
겐티아나,1780,3533,2639,NNG,*,F,겐티아나,*,*,*,*
겔,1780,3534,2703,NNG,*,T,겔,*,*,*,*
겔렌데,1780,3533,2639,NNG,*,F,겔렌데,*,*,*,*
겔렌데슈프링겐,1780,3534,2639,NNG,*,T,겔렌데슈프링겐,*,*,*,*
겔렌데스키,1780,3533,2639,NNG,*,F,겔렌데스키,*,*,*,*
겔프,1780,3533,2639,NNG,*,F,겔프,*,*,*,*
겟세마네,1780,3533,2639,NNG,*,F,겟세마네,*,*,*,*
겟투,1780,3533,2639,NNG,*,F,겟투,*,*,*,*
고골리,1780,3533,2639,NNG,*,F,고골리,*,*,*,*
고글,1780,3534,2514,NNG,*,T,고글,*,*,*,*
고나도트로핀,1780,3534,2639,NNG,*,T,고나도트로핀,*,*,*,*
고니시,1780,3533,2639,NNG,*,F,고니시,*,*,*,*
고니오미터,1780,3533,2639,NNG,*,F,고니오미터,*,*,*,*
고니오포토미터,1780,3533,2639,NNG,*,F,고니오포토미터,*,*,*,*
고다이바,1780,3533,2639,NNG,*,F,고다이바,*,*,*,*
